company_code,company_name,source_pdf,pdf_page,record_type,jsonl_line_no,object_name,snapshot_or_date,evidence_text
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,58,equity_snapshot,42,昆山红土,2018-04股权转让后,"本次股权转让后，公司股权结构如下，合计40,000,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,58,equity_snapshot,43,富海深湾,2018-04股权转让后,"本次股权转让后，公司股权结构如下，合计40,000,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,2,国科瑞华,2018-06-12,"2018年6月12日，发行人与相关方签署增资与股权转让协议：国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以现金1,800万元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,3,CASREV FUND,2018-06-12,"2018年6月12日，发行人与相关方签署增资与股权转让协议：国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以现金1,800万元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,4,中科贵银,2018-06-12,"2018年6月12日，发行人与相关方签署增资与股权转让协议：国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以现金1,800万元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,5,夏东,2018-06-12,"2018年6月12日，发行人与相关方签署增资与股权转让协议：国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以现金1,800万元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,6,南山富海,2018-06-12,"2018年6月12日，发行人与相关方签署增资与股权转让协议：国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以现金1,800万元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,7,珠海拓域,2018-06-12,"2018年6月12日，发行人与相关方签署增资与股权转让协议：国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以现金1,800万元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,12,富海节能（受让自曾烨）,2018-06-12,"协议约定曾烨将其持有的发行人51.5万股股份转让予富海节能，转让价格1,500万元；曾烨将18.025万股转让予临港投资，转让价格524.9994万元；刘云锋将9.4417万股转让予临港投资，转让价格275.006万元；刘云锋将36.908..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,13,临港投资（受让自曾烨）,2018-06-12,"协议约定曾烨将其持有的发行人51.5万股股份转让予富海节能，转让价格1,500万元；曾烨将18.025万股转让予临港投资，转让价格524.9994万元；刘云锋将9.4417万股转让予临港投资，转让价格275.006万元；刘云锋将36.908..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,14,临港投资（受让自刘云锋）,2018-06-12,"协议约定曾烨将其持有的发行人51.5万股股份转让予富海节能，转让价格1,500万元；曾烨将18.025万股转让予临港投资，转让价格524.9994万元；刘云锋将9.4417万股转让予临港投资，转让价格275.006万元；刘云锋将36.908..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,59,subscription_flow,15,鸿迪投资（受让自刘云锋）,2018-06-12,"协议约定曾烨将其持有的发行人51.5万股股份转让予富海节能，转让价格1,500万元；曾烨将18.025万股转让予临港投资，转让价格524.9994万元；刘云锋将9.4417万股转让予临港投资，转让价格275.006万元；刘云锋将36.908..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,subscription_flow,8,李文发,2018-06-12/2018-06-28,发行人同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中李文发20万元、秦国君20万元、李剑峰20万元、周雪峰60万元。
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,subscription_flow,9,秦国君,2018-06-12/2018-06-28,发行人同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中李文发20万元、秦国君20万元、李剑峰20万元、周雪峰60万元。
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,subscription_flow,10,李剑峰,2018-06-12/2018-06-28,发行人同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中李文发20万元、秦国君20万元、李剑峰20万元、周雪峰60万元。
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,subscription_flow,11,周雪峰,2018-06-12/2018-06-28,发行人同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中李文发20万元、秦国君20万元、李剑峰20万元、周雪峰60万元。
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,44,曾烨,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,45,刘云锋,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,46,力源信息,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,47,芜湖富海,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,48,国科瑞华,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,49,东方富海,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,50,为赛咨询,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,51,南山富海,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,52,深创投,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,53,天健创投,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,54,CASREV FUND,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,55,周雪峰,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,56,中科贵银,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,57,富海节能,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,58,鸿迪投资,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,59,珠海拓域,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,60,富海深湾,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,61,镇江红土,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,62,昆山红土,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,63,临港投资,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,64,李文发,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,65,李剑峰,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,66,秦国君,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,60,equity_snapshot,67,夏东,2018-07增资/转让完成后,"本次变更完成后，公司的股权结构如下，合计46,350,000股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,61,subscription_flow,16,李文发（受让自为赛咨询）,2019-08-13,2019年8月13日，为赛咨询与李文发、秦国君分别签署股份转让协议。李文发以40万元价格受让为赛咨询持有的发行人股份40万股，秦国君以40万元价格受让为赛咨询持有的发行人股份40万股。
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,61,subscription_flow,17,秦国君（受让自为赛咨询）,2019-08-13,2019年8月13日，为赛咨询与李文发、秦国君分别签署股份转让协议。李文发以40万元价格受让为赛咨询持有的发行人股份40万股，秦国君以40万元价格受让为赛咨询持有的发行人股份40万股。
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,subscription_flow,18,火炬电子,2020-05-20,"火炬电子以现金5,000万元认购新增股份113.0488万股。此次增资每股价格约为44.23元，对应发行人整体投后估值约为21亿元。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,68,曾烨,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,69,刘云锋,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,70,力源信息,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,71,芜湖富海,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,72,国科瑞华,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,73,东方富海,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,74,火炬电子,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,75,为赛咨询,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,76,南山富海,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,77,深创投,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,78,天健创投,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,79,CASREV FUND,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,80,周雪峰,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,81,李文发,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,82,秦国君,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,83,中科贵银,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,84,富海节能,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,85,鸿迪投资,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,86,珠海拓域,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,87,镇江红土,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,88,昆山红土,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,89,富海深湾,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,90,临港投资,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,91,李剑峰,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,62,equity_snapshot,92,夏东,2020-05增资后,"本次增资后，发行人的股权结构如下，合计47,480,488股，100.00%。"
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,63,subscription_flow,19,厦门西堤,2020-09-15,"2020年9月15日，发行人同意注册资本由4,748.0488万元增至4,883.7074万元。其中，厦门西堤以5,000.00万元认购新增股份96.899万股，中小企业基金以2,000.00万元认购新增股份38.7596万股；此次增资及股..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,63,subscription_flow,20,中小企业基金,2020-09-15,"2020年9月15日，发行人同意注册资本由4,748.0488万元增至4,883.7074万元。其中，厦门西堤以5,000.00万元认购新增股份96.899万股，中小企业基金以2,000.00万元认购新增股份38.7596万股；此次增资及股..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,21,鸿迪投资（受让自曾烨）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,22,郦韩英（受让自曾烨）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,23,福建开京（受让自刘云锋）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,24,沈笑彦（受让自刘云锋）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,25,衣嘉平（受让自刘云锋）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,26,余满芬（受让自刘云锋）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,27,崔振南（受让自刘云锋）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,28,湘裕君源（受让自刘云锋）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,29,湘裕君源（受让自李文发）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
301563,云汉芯城,301563_云汉芯城_IPO招股说明书.pdf,64,subscription_flow,30,湘裕君源（受让自秦国君）,2020-09-23,"2020年9月，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等签署股份转让协议，转让股份合计1,659,535股；表格列示各受让方转让股数及转让价格。此次增资及股权转让的每股价格..."
